chunk_id,contract_name,chunk_index,clause_category,answer,text_preview
95,SECURIANFUNDSTRUST_05_01_2012-EX-99.28.H.9-NET INVESTMENT INCOME MAINTENANCE AGREEMENT,0,SECURIANFUNDSTRUST_05_01_2012-EX-99.28.H.9-NET INVESTMENT INCOME MAINTENANCE AGREEMENT__Renewal Term,"This Agreement shall continue in effect for a period of one year from the date of its execution and from year to year thereafter provided such  continuance is specifically approved by a majority of the trustees of the Trust who (i) are not ""interested persons"" of the Trust or any other party  to this Agreement, as defined in the 1940 Act, and (ii) have no direct or indirect financial interest in the operation of this Agreement (""Non- Interested Trustees"")","Exhibit 28(h)(9) RESTATED NET INVESTMENT INCOME MAINTENANCE AGREEMENT SECURIAN FUNDS TRUST RESTATED NET INVESTMENT INCOME MAINTENANCE AGREEMENT, effec"
96,WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield Maintenance Agreement,0,WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield Maintenance Agreement__Document Name,Yield Maintenance Agreement,"EXHIBIT 10.3 Yield Maintenance Agreement [LOGO UBS] Date: 27 April 2006 To: Wells Fargo Bank, N.A., not individually, but solely as Master Servicer on"
96,WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield Maintenance Agreement,0,WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield Maintenance Agreement__Parties,Wells Fargo Bank,"EXHIBIT 10.3 Yield Maintenance Agreement [LOGO UBS] Date: 27 April 2006 To: Wells Fargo Bank, N.A., not individually, but solely as Master Servicer on"
96,WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield Maintenance Agreement,0,WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield Maintenance Agreement__Agreement Date,27 April 2006,"EXHIBIT 10.3 Yield Maintenance Agreement [LOGO UBS] Date: 27 April 2006 To: Wells Fargo Bank, N.A., not individually, but solely as Master Servicer on"
96,WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield Maintenance Agreement,0,WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield Maintenance Agreement__Effective Date,01 April 2006,"EXHIBIT 10.3 Yield Maintenance Agreement [LOGO UBS] Date: 27 April 2006 To: Wells Fargo Bank, N.A., not individually, but solely as Master Servicer on"
96,WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield Maintenance Agreement,0,WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield Maintenance Agreement__Expiration Date,1 April 2009,"EXHIBIT 10.3 Yield Maintenance Agreement [LOGO UBS] Date: 27 April 2006 To: Wells Fargo Bank, N.A., not individually, but solely as Master Servicer on"
96,WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield Maintenance Agreement,0,WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield Maintenance Agreement__Governing Law,The parties to this Agreement hereby agree that the law         of the State of New York shall govern their rights and duties in whole         without regard to the conflict of law provisions thereof (other than New         York General Obligations Law Sections 5-1401 and 5-1402).,"EXHIBIT 10.3 Yield Maintenance Agreement [LOGO UBS] Date: 27 April 2006 To: Wells Fargo Bank, N.A., not individually, but solely as Master Servicer on"
96,WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield Maintenance Agreement,0,WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield Maintenance Agreement__Anti-Assignment,"No transfer, amendment, waiver, supplement, assignment or other modification of this Transaction (other than the pledge of this Transaction to the Master Servicer pursuant to the Pooling and Servicing Agreement) shall be permitted by either party unless Moody's and Fitch have been provided notice of the same and confirm in writing (including by facsimile transmission) that they will not downgrade, qualify, withdraw or otherwise modify its then-current rating of the Certificates; provided however that except with respect to a transfer at the direction of UBS, nothing in this provision shall impose any obligation on UBS to give notice to any rating agency.","EXHIBIT 10.3 Yield Maintenance Agreement [LOGO UBS] Date: 27 April 2006 To: Wells Fargo Bank, N.A., not individually, but solely as Master Servicer on"
96,WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield Maintenance Agreement,0,WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield Maintenance Agreement__Cap On Liability,"Notwithstanding any provision herein or in the ISDA Form         to the contrary, the obligations of Counterparty hereunder are limited         recourse obligations of Counterparty, payable solely from the Trust         Estate (as defined in the Pooling and Servicing Agreement) and the         proceeds thereof to satisfy Counterparty's obligations hereunder.","EXHIBIT 10.3 Yield Maintenance Agreement [LOGO UBS] Date: 27 April 2006 To: Wells Fargo Bank, N.A., not individually, but solely as Master Servicer on"
97,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT,0,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT__Document Name,Strategic Alliance Agreement,"Exhibit 10.2 STRATEGIC ALLIANCE AGREEMENT This Strategic Alliance Agreement is entered into as of September 24, 2013 (the ""Effective Date"") by and bet"
97,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT,0,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT__Parties,Argo Medical Technologies Ltd.,"Exhibit 10.2 STRATEGIC ALLIANCE AGREEMENT This Strategic Alliance Agreement is entered into as of September 24, 2013 (the ""Effective Date"") by and bet"
97,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT,0,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT__Agreement Date,"September 24, 2013","Exhibit 10.2 STRATEGIC ALLIANCE AGREEMENT This Strategic Alliance Agreement is entered into as of September 24, 2013 (the ""Effective Date"") by and bet"
97,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT,0,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT__Effective Date,"September 24, 2013","Exhibit 10.2 STRATEGIC ALLIANCE AGREEMENT This Strategic Alliance Agreement is entered into as of September 24, 2013 (the ""Effective Date"") by and bet"
97,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT,0,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT__Expiration Date,"Unless sooner terminated in accordance with the provisions hereof, the initial term of this Agreement (""Initial Term"") will be ten (10) years from the Effective Date, provided that at any time following the 7th anniversary of such date, either party may terminate such strategic alliance upon not less than 60 days' prior written notice to the other party.","Exhibit 10.2 STRATEGIC ALLIANCE AGREEMENT This Strategic Alliance Agreement is entered into as of September 24, 2013 (the ""Effective Date"") by and bet"
97,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT,0,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT__Governing Law,This agreement will be governed by and must be construed in accordance with the laws of the State of Israel,"Exhibit 10.2 STRATEGIC ALLIANCE AGREEMENT This Strategic Alliance Agreement is entered into as of September 24, 2013 (the ""Effective Date"") by and bet"
97,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT,0,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT__Exclusivity,"Pursuant to the DA, and subject to its terms, ARGO agreed to appoint YEC as the exclusive distributor of its products in the Territory specified therein, and YEC agreed to market and distribute Argo's products in a professional manner","Exhibit 10.2 STRATEGIC ALLIANCE AGREEMENT This Strategic Alliance Agreement is entered into as of September 24, 2013 (the ""Effective Date"") by and bet"
97,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT,0,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT__No-Solicit Of Employees,"During the performance of the any of the collaborative efforts set forth in this Agreement, each of ARGO and YEC agrees not to engage in any attempt whatsoever to hire, or to engage as independent contractors, the other's employees or independent contractors during the term of the collaboration and for a period of twelve (12) months following expiration or termination of the collaboration, except as may be mutually agreed in writing.","Exhibit 10.2 STRATEGIC ALLIANCE AGREEMENT This Strategic Alliance Agreement is entered into as of September 24, 2013 (the ""Effective Date"") by and bet"
97,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT,0,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT__Termination For Convenience,"provided that at any time following the 7th anniversary of such date, either party may terminate such strategic alliance upon not less than 60 days' prior written notice to the other party.","Exhibit 10.2 STRATEGIC ALLIANCE AGREEMENT This Strategic Alliance Agreement is entered into as of September 24, 2013 (the ""Effective Date"") by and bet"
97,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT,0,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT__Anti-Assignment,Any assignment or transfer without such consent shall be null and void.,"Exhibit 10.2 STRATEGIC ALLIANCE AGREEMENT This Strategic Alliance Agreement is entered into as of September 24, 2013 (the ""Effective Date"") by and bet"
98,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement,0,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement__Document Name,GAS TRANSPORTATION AGREEMENT,"Exhibit 10.4 Execution Version GAS TRANSPORTATION AGREEMENT This Gas Transportation Agreement (this ""Agreement"") is hereby made and entered into on th"
98,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement,0,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement__Parties,Customer,"Exhibit 10.4 Execution Version GAS TRANSPORTATION AGREEMENT This Gas Transportation Agreement (this ""Agreement"") is hereby made and entered into on th"
98,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement,0,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement__Agreement Date,"14t h day of April, 2015","Exhibit 10.4 Execution Version GAS TRANSPORTATION AGREEMENT This Gas Transportation Agreement (this ""Agreement"") is hereby made and entered into on th"
98,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement,0,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement__Effective Date,"14t h day of April, 2015","Exhibit 10.4 Execution Version GAS TRANSPORTATION AGREEMENT This Gas Transportation Agreement (this ""Agreement"") is hereby made and entered into on th"
98,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement,0,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement__Expiration Date,"This Agreement shall commence on the Effective Date and continue in full force and effect until the end of the fifteenth (15th) Contract Year, and shall continue in full force and effect thereafter until terminated by either Party by providing thirty (30) calendar days' prior written notice of termination to the other Party (such fifteen (15) Contract Year period, as may be further extended as provided herein is referred to as the ""Term"").","Exhibit 10.4 Execution Version GAS TRANSPORTATION AGREEMENT This Gas Transportation Agreement (this ""Agreement"") is hereby made and entered into on th"
98,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement,0,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement__Renewal Term,"This Agreement shall commence on the Effective Date and continue in full force and effect until the end of the fifteenth (15th) Contract Year, and shall continue in full force and effect thereafter until terminated by either Party by providing thirty (30) calendar days' prior written notice of termination to the other Party (such fifteen (15) Contract Year period, as may be further extended as provided herein is referred to as the ""Term"").","Exhibit 10.4 Execution Version GAS TRANSPORTATION AGREEMENT This Gas Transportation Agreement (this ""Agreement"") is hereby made and entered into on th"
98,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement,0,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement__Notice Period To Terminate Renewal,"This Agreement shall commence on the Effective Date and continue in full force and effect until the end of the fifteenth (15th) Contract Year, and shall continue in full force and effect thereafter until terminated by either Party by providing thirty (30) calendar days' prior written notice of termination to the other Party (such fifteen (15) Contract Year period, as may be further extended as provided herein is referred to as the ""Term"").","Exhibit 10.4 Execution Version GAS TRANSPORTATION AGREEMENT This Gas Transportation Agreement (this ""Agreement"") is hereby made and entered into on th"
98,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement,0,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement__Governing Law,"This Agreement is entered into in the State of Texas and shall be governed, interpreted and construed in accordance with the laws of the State of Texas without regard to the conflicts of laws provisions thereof.","Exhibit 10.4 Execution Version GAS TRANSPORTATION AGREEMENT This Gas Transportation Agreement (this ""Agreement"") is hereby made and entered into on th"
98,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement,0,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement__Exclusivity,"AMI/MEA Agreement"" shall mean that certain Amended and Restated Area of Mutual Interest and Midstream Exclusivity Agreement dated April 14, 2015 among PennTex North Louisiana, LLC, Customer, PennTex NLA Holdings, LLC and MRD WHR LA Midstream LLC, as such agreement may be amended, supplemented or otherwise modified from time to time.","Exhibit 10.4 Execution Version GAS TRANSPORTATION AGREEMENT This Gas Transportation Agreement (this ""Agreement"") is hereby made and entered into on th"
98,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement,0,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement__Anti-Assignment,"This Agreement may not be assigned, disposed of, alienated or otherwise transferred by either Party, in whole or in part, without the prior written consent of the other Party, which consent shall not be unreasonably withheld, conditioned or delayed, except as provided below.","Exhibit 10.4 Execution Version GAS TRANSPORTATION AGREEMENT This Gas Transportation Agreement (this ""Agreement"") is hereby made and entered into on th"
98,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement,0,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement__Volume Restriction,"For each Day during the Term, (i) Transporter agrees to provide Firm Service on the Transportation System for Customer Gas delivered to the Transportation System in a quantity not to exceed Customer's Firm Service Gas for such Day, and Interruptible Service for all quantities in excess of Customer's Firm Service Gas for such Day, and deliver to Customer, or for the account of Customer, at the applicable Points of Delivery, Equivalent Quantities of Customer Gas received at the Points of Receipt, and (ii) Customer, or its designee, shall accept such Equivalent Quantities of Customer Gas at the Points of Delivery.","Exhibit 10.4 Execution Version GAS TRANSPORTATION AGREEMENT This Gas Transportation Agreement (this ""Agreement"") is hereby made and entered into on th"
98,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement,0,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement__Audit Rights,"Each Party or its designated representatives shall, upon reasonable notice to the other Party, have the right, no more frequently than two (2) times per twelve (12) consecutive calendar Months, at its own expense, at reasonable times and during normal business hours, to examine the books and records of such other Party to the extent necessary to verify the accuracy of any statement, charge, computation, or demand made under or pursuant to this Agreement.","Exhibit 10.4 Execution Version GAS TRANSPORTATION AGREEMENT This Gas Transportation Agreement (this ""Agreement"") is hereby made and entered into on th"
98,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement,0,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement__Uncapped Liability,"NO PARTY SHALL BE LIABLE FOR CONSEQUENTIAL, INCIDENTAL, PUNITIVE, EXEMPLARY OR INDIRECT DAMAGES, LOST PROFITS OR OTHER BUSINESS INTERRUPTION DAMAGES, BY STATUTE, IN TORT OR CONTRACT, OR OTHERWISE; PROVIDED, HOWEVER, THAT THIS LIMITATION SHALL NOT LIMIT A PARTY'S RIGHT TO RECOVERY HEREUNDER FOR ANY SUCH DAMAGES TO THE EXTENT SUCH PARTY IS REQUIRED TO PAY SUCH DAMAGES TO A THIRD PARTY IN CONNECTION WITH A MATTER FOR WHICH SUCH PARTY IS OTHERWISE ENTITLED TO INDEMNIFICATION HEREUNDER","Exhibit 10.4 Execution Version GAS TRANSPORTATION AGREEMENT This Gas Transportation Agreement (this ""Agreement"") is hereby made and entered into on th"
98,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement,0,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement__Cap On Liability,"NO PARTY SHALL BE LIABLE FOR CONSEQUENTIAL, INCIDENTAL, PUNITIVE, EXEMPLARY OR INDIRECT DAMAGES, LOST PROFITS OR OTHER BUSINESS INTERRUPTION DAMAGES, BY STATUTE, IN TORT OR CONTRACT, OR OTHERWISE; PROVIDED, HOWEVER, THAT THIS LIMITATION SHALL NOT LIMIT A PARTY'S RIGHT TO RECOVERY HEREUNDER FOR ANY SUCH DAMAGES TO THE EXTENT SUCH PARTY IS REQUIRED TO PAY SUCH DAMAGES TO A THIRD PARTY IN CONNECTION WITH A MATTER FOR WHICH SUCH PARTY IS OTHERWISE ENTITLED TO INDEMNIFICATION HEREUNDER.","Exhibit 10.4 Execution Version GAS TRANSPORTATION AGREEMENT This Gas Transportation Agreement (this ""Agreement"") is hereby made and entered into on th"
98,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement,0,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement__Covenant Not To Sue,"CUSTOMER SHALL RELEASE, DEFEND, INDEMNIFY AND HOLD HARMLESS TRANSPORTER AND TRANSPORTER'S MEMBERS, DIRECTORS, OFFICERS, AGENTS AND EMPLOYEES FROM AND AGAINST ANY AND ALL SUITS, ACTIONS, CAUSES OF ACTION, CLAIMS, DEMANDS, LOSSES, LIABILITIES AND EXPENSES (INCLUDING, WITHOUT LIMITATION, INTEREST, COURT COSTS, REASONABLE ATTORNEYS' FEES AND EXPENSES, AND OTHER COSTS OF DEFENSE) (COLLECTIVELY, ""CLAIMS"") RELATING TO, CAUSED BY OR ARISING OUT OF CUSTOMER'S BREACH OF ANY REPRESENTATION, WARRANTY OR COVENANT MADE BY CUSTOMER HEREUNDER, BUT NOT TO THE PROPORTIONATE EXTENT THAT SUCH CLAIM IS CAUSED BY OR RESULTS FROM OR ARISES OUT OF THE GROSS NEGLIGENCE OR WILLFUL MISCONDUCT OF TRANSPORTER.","Exhibit 10.4 Execution Version GAS TRANSPORTATION AGREEMENT This Gas Transportation Agreement (this ""Agreement"") is hereby made and entered into on th"
99,FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement,0,FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement__Document Name,OUTSOURCING AGREEMENT,"Exhibit 10.20 (TRANSLATION) OUTSOURCING AGREEMENT This Outsourcing Agreement (hereinafter ""Agreement"") is effective as from the 1st day of January, 20"
99,FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement,0,FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement__Parties,"ESPACIO INFORMATION TECHNOLOGY, SA.","Exhibit 10.20 (TRANSLATION) OUTSOURCING AGREEMENT This Outsourcing Agreement (hereinafter ""Agreement"") is effective as from the 1st day of January, 20"
99,FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement,0,FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement__Agreement Date,"1st day of January, 2009,","Exhibit 10.20 (TRANSLATION) OUTSOURCING AGREEMENT This Outsourcing Agreement (hereinafter ""Agreement"") is effective as from the 1st day of January, 20"
99,FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement,0,FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement__Effective Date,"1st day of January, 2009,","Exhibit 10.20 (TRANSLATION) OUTSOURCING AGREEMENT This Outsourcing Agreement (hereinafter ""Agreement"") is effective as from the 1st day of January, 20"
99,FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement,0,FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement__Renewal Term,It is established by calendar year and renewed tacitly every year.,"Exhibit 10.20 (TRANSLATION) OUTSOURCING AGREEMENT This Outsourcing Agreement (hereinafter ""Agreement"") is effective as from the 1st day of January, 20"
99,FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement,0,FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement__Notice Period To Terminate Renewal,"The Agreement rests, for all that, cancellable at any time by any of the parties before the expiry date of the Agreement or any of itsrenewals, upon three months prior written notice.","Exhibit 10.20 (TRANSLATION) OUTSOURCING AGREEMENT This Outsourcing Agreement (hereinafter ""Agreement"") is effective as from the 1st day of January, 20"
99,FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement,0,FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement__Governing Law,"This Agreement shall be governed by, and construed in accordance with the laws of Spain.","Exhibit 10.20 (TRANSLATION) OUTSOURCING AGREEMENT This Outsourcing Agreement (hereinafter ""Agreement"") is effective as from the 1st day of January, 20"
99,FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement,0,FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement__Termination For Convenience,"The Agreement rests, for all that, cancellable at any time by any of the parties before the expiry date of the Agreement or any of itsrenewals, upon three months prior written notice.","Exhibit 10.20 (TRANSLATION) OUTSOURCING AGREEMENT This Outsourcing Agreement (hereinafter ""Agreement"") is effective as from the 1st day of January, 20"
99,FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement,0,FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement__Cap On Liability,The liability of EIT will be limited to a value equal to contractual value as per clause 7.1 and will not exceed this value.,"Exhibit 10.20 (TRANSLATION) OUTSOURCING AGREEMENT This Outsourcing Agreement (hereinafter ""Agreement"") is effective as from the 1st day of January, 20"
100,TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement,0,TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement__Document Name,MARKETING AND RESELLER AGREEMENT,"Exhibit 4.10 MARKETING AND RESELLER AGREEMENT (the ""Agreement"") THIS AGREEMENT is made and entered into this 20t h day of December 2018 (the ""Effectiv"
100,TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement,0,TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement__Parties,Todos Medical Ltd.,"Exhibit 4.10 MARKETING AND RESELLER AGREEMENT (the ""Agreement"") THIS AGREEMENT is made and entered into this 20t h day of December 2018 (the ""Effectiv"
100,TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement,0,TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement__Agreement Date,20t h day of December 2018,"Exhibit 4.10 MARKETING AND RESELLER AGREEMENT (the ""Agreement"") THIS AGREEMENT is made and entered into this 20t h day of December 2018 (the ""Effectiv"
100,TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement,0,TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement__Effective Date,20t h day of December 2018,"Exhibit 4.10 MARKETING AND RESELLER AGREEMENT (the ""Agreement"") THIS AGREEMENT is made and entered into this 20t h day of December 2018 (the ""Effectiv"
100,TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement,0,TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement__Expiration Date,"This Agreement shall be effective as of the Effective Date and shall continue in effect for a period of five (5) years from the Reseller's first purchase order for Product issued to Todos (the ""Initial Term""), unless terminated earlier by one of the parties in accordance with the terms of this Section 11.","Exhibit 4.10 MARKETING AND RESELLER AGREEMENT (the ""Agreement"") THIS AGREEMENT is made and entered into this 20t h day of December 2018 (the ""Effectiv"
100,TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement,0,TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement__Renewal Term,"Thereafter, at the end of each renewal term, the Agreement shall renew for an additional two (2) years unless one party provides the other party with prior written notice of non-renewal at least sixty (60) days prior to the expiration of the then-current term.","Exhibit 4.10 MARKETING AND RESELLER AGREEMENT (the ""Agreement"") THIS AGREEMENT is made and entered into this 20t h day of December 2018 (the ""Effectiv"
100,TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement,0,TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement__Notice Period To Terminate Renewal,"Thereafter, at the end of each renewal term, the Agreement shall renew for an additional two (2) years unless one party provides the other party with prior written notice of non-renewal at least sixty (60) days prior to the expiration of the then-current term.","Exhibit 4.10 MARKETING AND RESELLER AGREEMENT (the ""Agreement"") THIS AGREEMENT is made and entered into this 20t h day of December 2018 (the ""Effectiv"
100,TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement,0,TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement__Governing Law,"This Agreement shall be governed by and construed in accordance with the laws of the State of Israel, and the courts of Tel-Aviv, Israel","Exhibit 4.10 MARKETING AND RESELLER AGREEMENT (the ""Agreement"") THIS AGREEMENT is made and entered into this 20t h day of December 2018 (the ""Effectiv"
